9.296671748161315918e-01,0.000000000000000000e+00
9.856179356575012207e-01,0.000000000000000000e+00
9.813996553421020508e-01,0.000000000000000000e+00
9.987511634826660156e-01,1.000000000000000000e+00
9.184107780456542969e-01,1.000000000000000000e+00
9.994869232177734375e-01,1.000000000000000000e+00
8.336531519889831543e-01,0.000000000000000000e+00
5.376536250114440918e-01,0.000000000000000000e+00
9.998921155929565430e-01,1.000000000000000000e+00
9.922506213188171387e-01,1.000000000000000000e+00
9.907118678092956543e-01,1.000000000000000000e+00
5.478266477584838867e-01,1.000000000000000000e+00
9.986866116523742676e-01,0.000000000000000000e+00
9.954499602317810059e-01,1.000000000000000000e+00
9.999383687973022461e-01,1.000000000000000000e+00
9.976359605789184570e-01,0.000000000000000000e+00
9.893077015876770020e-01,1.000000000000000000e+00
9.986090064048767090e-01,0.000000000000000000e+00
9.910280108451843262e-01,1.000000000000000000e+00
9.723089337348937988e-01,1.000000000000000000e+00
6.018062233924865723e-01,0.000000000000000000e+00
9.892359375953674316e-01,0.000000000000000000e+00
9.924343824386596680e-01,0.000000000000000000e+00
9.999846220016479492e-01,1.000000000000000000e+00
9.999308586120605469e-01,0.000000000000000000e+00
9.425562024116516113e-01,1.000000000000000000e+00
9.416285157203674316e-01,1.000000000000000000e+00
9.993612170219421387e-01,0.000000000000000000e+00
9.853013157844543457e-01,1.000000000000000000e+00
9.972373247146606445e-01,0.000000000000000000e+00
